"Meldejahr";"Meldewoche";"Altersgruppen.Inz";"Inzidenz";"Anzahl"
"2020";"05";"'05-09";0;0
"2020";"05";"'10-14";0;0
"2020";"05";"00-04";0,16;1
"2020";"05";"15-19";0;0
"2020";"05";"20-34";0,16;4
"2020";"05";"35-59";0,06;3
"2020";"05";"60-79";0;0
"2020";"05";"80+";0;0
"2020";"05";"Gesamt";0,06;8
"2020";"06";"'05-09";0,17;1
"2020";"06";"'10-14";0;0
"2020";"06";"00-04";0,16;1
"2020";"06";"15-19";0;0
"2020";"06";"20-34";0,12;3
"2020";"06";"35-59";0,06;3
"2020";"06";"60-79";0;0
"2020";"06";"80+";0;0
"2020";"06";"Gesamt";0,06;8
"2020";"07";"'05-09";0;0
"2020";"07";"'10-14";0;0
"2020";"07";"00-04";0,16;1
"2020";"07";"15-19";0;0
"2020";"07";"20-34";0;0
"2020";"07";"35-59";0,04;2
"2020";"07";"60-79";0;0
"2020";"07";"80+";0;0
"2020";"07";"Gesamt";0,02;3
"2020";"09";"'05-09";0;0
"2020";"09";"'10-14";0;0
"2020";"09";"00-04";0;0
"2020";"09";"15-19";0;0
"2020";"09";"20-34";0,08;2
"2020";"09";"35-59";0,13;6
"2020";"09";"60-79";0,04;1
"2020";"09";"80+";0;0
"2020";"09";"Gesamt";0,07;9
"2020";"10";"'05-09";0,51;3
"2020";"10";"'10-14";1,04;6
"2020";"10";"00-04";0,16;1
"2020";"10";"15-19";1,12;7
"2020";"10";"20-34";0,88;22
"2020";"10";"35-59";1,83;85
"2020";"10";"60-79";0,29;8
"2020";"10";"80+";0,36;3
"2020";"10";"Gesamt";1,03;135
"2020";"11";"'05-09";3,76;22
"2020";"11";"'10-14";8,33;48
"2020";"11";"00-04";0,63;4
"2020";"11";"15-19";8;50
"2020";"11";"20-34";9,33;234
"2020";"11";"35-59";11,88;551
"2020";"11";"60-79";5,25;143
"2020";"11";"80+";4,69;39
"2020";"11";"Gesamt";8,31;1091
"2020";"12";"'05-09";9,41;55
"2020";"12";"'10-14";11,8;68
"2020";"12";"00-04";7,83;50
"2020";"12";"15-19";22,08;138
"2020";"12";"20-34";46,95;1178
"2020";"12";"35-59";50,88;2359
"2020";"12";"60-79";28,46;775
"2020";"12";"80+";25,5;212
"2020";"12";"Gesamt";36,85;4837
"2020";"13";"'05-09";16,25;95
"2020";"13";"'10-14";21,87;126
"2020";"13";"00-04";14,71;94
"2020";"13";"15-19";54,72;342
"2020";"13";"20-34";81,3;2040
"2020";"13";"35-59";85,93;3984
"2020";"13";"60-79";65,59;1786
"2020";"13";"80+";91,16;758
"2020";"13";"Gesamt";70,29;9225
"2020";"14";"'05-09";18,81;110
"2020";"14";"'10-14";28,12;162
"2020";"14";"00-04";17,69;113
"2020";"14";"15-19";56,96;356
"2020";"14";"20-34";85,76;2152
"2020";"14";"35-59";93,52;4336
"2020";"14";"60-79";86,05;2343
"2020";"14";"80+";150,93;1255
"2020";"14";"Gesamt";82,52;10830
"2020";"15";"'05-09";13,17;77
"2020";"15";"'10-14";15,1;87
"2020";"15";"00-04";10,96;70
"2020";"15";"15-19";41,92;262
"2020";"15";"20-34";60,82;1526
"2020";"15";"35-59";62,89;2916
"2020";"15";"60-79";58,5;1593
"2020";"15";"80+";133,01;1106
"2020";"15";"Gesamt";58,22;7641
"2020";"16";"'05-09";8,72;51
"2020";"16";"'10-14";14,23;82
"2020";"16";"00-04";7,36;47
"2020";"16";"15-19";26,72;167
"2020";"16";"20-34";36,43;914
"2020";"16";"35-59";36,9;1711
"2020";"16";"60-79";32,17;876
"2020";"16";"80+";101,86;847
"2020";"16";"Gesamt";35,82;4701
