"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";290;0;20;0;133596;217,07;2;1,5
"LK Altötting";593;0;44;0;111210;533,23;4;3,6
"LK Amberg-Sulzbach";476;2;44;0;103109;461,65;9;8,73
"LK Ansbach";586;3;26;0;183949;318,57;12;6,52
"LK Aschaffenburg";516;2;36;0;174208;296,2;10;5,74
"LK Augsburg";375;0;8;0;251534;149,09;5;1,99
"LK Bad Kissingen";251;5;18;1;103218;243,17;14;13,56
"LK Bad Tölz-Wolfratshausen";414;0;10;0;127227;325,4;2;1,57
"LK Bamberg";405;0;35;0;147086;275,35;5;3,4
"LK Bayreuth";415;0;27;0;103656;400,36;9;8,68
"LK Berchtesgadener Land";292;0;21;0;105722;276,2;3;2,84
"LK Cham";415;0;20;0;127882;324,52;2;1,56
"LK Coburg";258;10;13;0;86906;296,87;58;66,74
"LK Dachau";908;0;28;0;153884;590,05;14;9,1
"LK Deggendorf";304;2;11;0;119326;254,76;20;16,76
"LK Dillingen a.d.Donau";258;0;22;0;96021;268,69;6;6,25
"LK Dingolfing-Landau";204;0;5;0;96217;212,02;4;4,16
"LK Donau-Ries";342;0;23;0;133496;256,19;3;2,25
"LK Ebersberg";497;0;5;0;142142;349,65;28;19,7
"LK Eichstätt";283;0;17;0;132341;213,84;2;1,51
"LK Erding";612;0;10;0;137660;444,57;6;4,36
"LK Erlangen-Höchstadt";233;0;6;0;136271;170,98;28;20,55
"LK Forchheim";204;0;4;0;116099;175,71;2;1,72
"LK Freising";970;0;40;0;179116;541,55;30;16,75
"LK Freyung-Grafenau";188;0;11;0;78355;239,93;2;2,55
"LK Fürstenfeldbruck";865;0;33;0;219320;394,4;7;3,19
"LK Fürth";493;6;56;0;117387;419,98;5;4,26
"LK Garmisch-Partenkirchen";283;5;17;0;88467;319,89;10;11,3
